AOI,Dice,IOU,threshold
L15-1690E-1211N_6763_3346_13,0.35340056368201006,0.21599097105452092,0.7
L15-1848E-0793N_7394_5018_13,0.07195505903887639,0.03929732663810683,0.7
L15-0387E-1276N_1549_3087_13,0.08876427740074709,0.046546912445349704,0.8
L15-0566E-1185N_2265_3451_13,0.15749628371842503,0.09442730110169202,0.8
L15-0632E-0892N_2528_4620_13,0.025833641728925712,0.013102183258997431,0.8
L15-1015E-1062N_4061_3941_13,0.0016406275889716878,0.0008212233441640596,0.8
L15-1200E-0847N_4802_4803_13,0.09460594384833243,0.04970092495241694,0.8
L15-1276E-1107N_5105_3761_13,0.0046118805108114795,0.0023123409667105584,0.8
L15-1438E-1134N_5753_3655_13,0.010349217643647424,0.005204378333315918,0.8
L15-1615E-1206N_6460_3366_13,0.16565143962305154,0.0918964922293468,0.8
L15-1690E-1211N_6763_3346_13,0.3059414786062018,0.18167268026381175,0.8
L15-1848E-0793N_7394_5018_13,0.06147152971919402,0.033199320205753516,0.8
L15-0387E-1276N_1549_3087_13,0.06267089960712113,0.03241117963243603,0.9
L15-0566E-1185N_2265_3451_13,0.14705476805889303,0.08779175029744553,0.9
L15-0632E-0892N_2528_4620_13,0.010949421615905312,0.005509970076523777,0.9
L15-1015E-1062N_4061_3941_13,0.00028255364396096317,0.0001413066246881331,0.9
L15-1200E-0847N_4802_4803_13,0.07079492462385363,0.03672355818617256,0.9
L15-1276E-1107N_5105_3761_13,0.0012844967987175782,0.0006428169575524936,0.9
L15-1438E-1134N_5753_3655_13,0.005045616841841182,0.0025304037350470368,0.9
L15-1615E-1206N_6460_3366_13,0.1452335798351808,0.07957451654831448,0.9
L15-1690E-1211N_6763_3346_13,0.24359565324441254,0.13943773264406525,0.9
L15-1848E-0793N_7394_5018_13,0.048390930446966365,0.02577195744042106,0.9
L15-0387E-1276N_1549_3087_13,0.0,0.0,1.0
L15-0566E-1185N_2265_3451_13,0.0,0.0,1.0
L15-0632E-0892N_2528_4620_13,0.0,0.0,1.0
L15-1015E-1062N_4061_3941_13,0.0,0.0,1.0
L15-1200E-0847N_4802_4803_13,0.0,0.0,1.0
L15-1276E-1107N_5105_3761_13,0.0,0.0,1.0
L15-1438E-1134N_5753_3655_13,0.0,0.0,1.0
L15-1615E-1206N_6460_3366_13,0.0,0.0,1.0
L15-1690E-1211N_6763_3346_13,0.0,0.0,1.0
L15-1848E-0793N_7394_5018_13,,,1.0
